5.833531637705843265e-01,1.424015852087118228e-01,5.000049353974244104e-01,5.000170594575602534e-01,4.999659210534074250e-01,5.000007672635278233e-01,5.000212085227574432e-01
6.665169866409887955e-01,8.753887899605196088e-01,5.000066383068745290e-01,4.999811989497335296e-01,4.999657827432716917e-01,5.000004146361054502e-01,5.000301536052094153e-01
8.323235505963035852e-01,2.992267291405480423e-01,5.000061567133728957e-01,5.000173634694488056e-01,4.999659439044177311e-01,5.000006677172593728e-01,5.000308234459369672e-01
1.666364647253316678e-01,0.000000000000000000e+00,5.000043046867944652e-01,5.000116275313358782e-01,4.999692208142269001e-01,4.999998610334657201e-01,5.000221122421666387e-01
1.000000000000000000e+00,0.000000000000000000e+00,5.000041554122893750e-01,5.000116898709401347e-01,4.999694674352831991e-01,5.000021375070883289e-01,5.000209265941559789e-01
6.664678624426840781e-01,7.502655495153485177e-01,5.000039626773682411e-01,4.999881242229592959e-01,4.999662461277536440e-01,5.000007587716071011e-01,5.000212998190032287e-01
5.835322127763258315e-01,5.718342245365573007e-01,5.000049332659100010e-01,5.000165445705038181e-01,4.999688185931936979e-01,5.000020652458634363e-01,5.000208309307851984e-01
9.166239321216548275e-01,5.453974733995176072e-01,5.000041602856037937e-01,4.999874138812331892e-01,4.999686551489183617e-01,5.000007691127277276e-01,5.000205117928564480e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.000045513503192929e-01,4.999882341308665157e-01,4.999694370457703485e-01,5.000006944892134708e-01,5.000208953342246687e-01
9.167131584824163015e-01,6.365391932493481564e-01,5.000055044015163652e-01,4.999883022746028360e-01,4.999668601651978683e-01,5.000006527613652940e-01,5.000205070828898091e-01
3.332856683354491478e-01,2.502059056049835695e-01,5.000048445923851448e-01,4.999874572585101262e-01,4.999691430424736960e-01,5.000023547018311865e-01,5.000291131051609606e-01
5.833531637705843265e-01,1.000000000000000000e+00,5.000089155527127627e-01,4.999877653478350115e-01,4.999685680158963419e-01,5.000007672635278233e-01,5.000211347279183149e-01
2.500255036322296953e-01,1.000000000000000000e+00,5.000047496709472128e-01,5.000119272049171615e-01,4.999674583094849134e-01,4.999997607500728525e-01,5.000211748891265628e-01
7.499798714528459476e-01,0.000000000000000000e+00,5.000047402791041318e-01,4.999882822090707113e-01,4.999695977501352750e-01,4.999949410791840743e-01,5.000203360451470624e-01
5.000283837343683091e-01,4.999529560230793201e-01,5.000046006238481056e-01,5.000165291859232086e-01,4.999668437982373037e-01,5.000014027293354646e-01,5.000208696489063520e-01
1.667762420533575318e-01,9.994041475658551610e-01,5.000051202157861363e-01,4.999882936302768033e-01,4.999685030605974245e-01,5.000007594028095248e-01,5.000211384464701148e-01
7.499605737994720078e-01,7.783117520001591183e-01,5.000050996639906487e-01,4.999884610524175654e-01,4.999607402272027157e-01,5.000006752624993611e-01,5.000205821796354089e-01
3.337036102737184207e-01,4.997858301188123353e-01,5.000048462174111474e-01,5.000086430338830379e-01,4.999691412386401135e-01,5.000003468941539575e-01,5.000285134125567188e-01
7.498824387117876134e-01,5.555542889884488300e-01,5.000051043734613510e-01,5.000135365094205975e-01,4.999686548021555765e-01,5.000024231729466306e-01,5.000297312459595078e-01
5.835710511256562150e-01,2.849587243295044203e-01,5.000047047511980702e-01,4.999910112084846592e-01,4.999690574926982656e-01,5.000021079666084889e-01,5.000294247228429523e-01
7.498831691019262058e-01,8.895289866080400287e-01,5.000075484331019116e-01,5.000120476258351765e-01,4.999670419494199880e-01,5.000018047316103775e-01,5.000378899825557166e-01
5.000283837343683091e-01,8.330446302252781932e-01,5.000042568401619203e-01,4.999889437836099182e-01,4.999670449258534211e-01,4.999948369798555281e-01,5.000208001094910149e-01
8.340399991129421320e-01,4.004102011561181951e-01,5.000073876586712540e-01,4.999910385870549034e-01,4.999684924624283044e-01,5.000021216662057233e-01,5.000200519285047385e-01
6.665122960063015745e-01,6.255010344657839783e-01,5.000042923553472685e-01,4.999876126941653620e-01,4.999668582683012841e-01,5.000009142478568647e-01,5.000296752377479947e-01
5.835793774493092112e-01,4.289590002862528340e-01,5.000049516353520795e-01,4.999876051612547889e-01,4.999696642767411103e-01,5.000021272999335409e-01,5.000208052858046148e-01
6.665156614745929575e-01,2.492721512521731131e-01,5.000041522440157316e-01,5.000121051586537968e-01,4.999627648125815615e-01,5.000044355396506823e-01,5.000208134581521913e-01
8.332801820322222053e-01,7.002473354492346758e-01,5.000049202691403405e-01,5.000117779461794587e-01,4.999656626270680970e-01,5.000007193553926976e-01,5.000212609701829569e-01
6.665156614745929575e-01,1.250139205714587143e-01,5.000042801594778430e-01,5.000167240185893203e-01,4.999626569423833433e-01,5.000005463843129050e-01,5.000293916210710732e-01
4.165708824610754313e-01,1.000000000000000000e+00,5.000049448235799332e-01,4.999882632956993977e-01,4.999676716933873499e-01,5.000008392439205807e-01,5.000207394581573928e-01
2.500255036322296953e-01,0.000000000000000000e+00,5.000088357858296639e-01,4.999887303216597467e-01,4.999685618862170777e-01,4.999998483453678144e-01,5.000209729394093916e-01
0.000000000000000000e+00,9.500610426956560550e-01,5.000054265251651087e-01,4.999884222546412960e-01,4.999776841681994877e-01,4.999999820636950032e-01,5.000206192145916217e-01
4.999784357975123328e-01,0.000000000000000000e+00,5.000063884670086223e-01,4.999884274436899312e-01,4.999689921050983199e-01,5.000066721857436836e-01,5.000254450050739541e-01
9.999999999999998890e-01,1.666443368555138582e-01,5.000048190919352820e-01,5.000103610166519719e-01,4.999694440308997678e-01,5.000022289350087856e-01,5.000207361581866516e-01
2.499103412334109375e-01,3.327494011035037613e-01,5.000048539203452158e-01,4.999867504233325155e-01,4.999661407830737203e-01,4.999989187131883006e-01,5.000206167194465312e-01
5.011349429569574854e-01,1.688844649389865393e-01,5.000039619224218024e-01,5.000131560498958239e-01,4.999691955203901528e-01,5.000062653386665446e-01,5.000263078512371395e-01
9.166255730445649341e-01,9.141125513757752952e-02,5.000046907113766537e-01,4.999880608713720420e-01,4.999773407503897982e-01,4.999999808991699712e-01,5.000210805285534299e-01
7.499036254584777739e-01,1.113329747604021036e-01,5.000094883865483508e-01,4.999873845277789108e-01,4.999687088013424208e-01,5.000020603662754803e-01,5.000212746098510186e-01
7.499756610632671849e-01,1.000000000000000000e+00,5.000040311156047634e-01,5.000116628772045546e-01,4.999658175290026541e-01,5.000000620803167761e-01,5.000221347881500522e-01
8.341779010395623528e-01,7.994328329046020976e-01,5.000073592647242826e-01,5.000140631739662389e-01,4.999689816070164716e-01,5.000004902557481090e-01,5.000274398583784974e-01
9.167108326248823991e-01,9.093319874230002542e-01,5.000047252370465323e-01,5.000165703664692929e-01,4.999692337344950333e-01,5.000014330641535665e-01,5.000210651631666892e-01
6.671630283341362100e-01,5.004923941279508792e-01,5.000042465318110807e-01,5.000132155999056360e-01,4.999688169163251095e-01,4.999997747787510716e-01,5.000263354325290566e-01
4.169153138830022920e-01,6.000681748485687805e-01,5.000086206020855073e-01,4.999881562929223699e-01,4.999662795131700754e-01,5.000031205399395606e-01,5.000273151385087322e-01
7.500487717675105026e-01,2.222201904146525187e-01,5.000055926416784313e-01,5.000167304987769290e-01,4.999659955114487131e-01,4.999998784873526114e-01,5.000299663056106958e-01
4.167997376352008398e-01,0.000000000000000000e+00,5.000040812140825741e-01,5.000142220746759403e-01,4.999692886196434038e-01,5.000063995123645855e-01,5.000211414575183033e-01
9.166238961465406065e-01,1.000000000000000000e+00,5.000054615833120497e-01,4.999880492466010629e-01,4.999686551489183617e-01,5.000024170802624957e-01,5.000205142756358745e-01
7.500020670888027929e-01,4.446743856217607038e-01,5.000050975420230470e-01,4.999862659657002828e-01,4.999660083191104221e-01,4.999992568708644947e-01,5.000209187180255643e-01
1.000000000000000000e+00,5.837297445473215163e-01,5.000041513943653815e-01,4.999875101582749726e-01,4.999692739704246214e-01,5.000006713980871265e-01,5.000207393782236664e-01
9.166239348505091922e-01,0.000000000000000000e+00,5.000048535474572731e-01,5.000141796235973990e-01,4.999686160636445664e-01,5.000015123426786445e-01,5.000262609619404719e-01
8.332350703363263777e-01,2.003813532569918010e-01,5.000051410068387936e-01,5.000140502117889074e-01,4.999688386225561998e-01,5.000037068272964458e-01,5.000300176605994018e-01
1.000000000000000000e+00,3.331473417122354230e-01,5.000053039976911640e-01,4.999887369895589240e-01,4.999657228800963860e-01,4.999992596714747384e-01,5.000205656394761666e-01
8.332667848973028812e-01,9.960544973067349261e-02,5.000047285977378131e-01,5.000163040699903139e-01,4.999691935325488723e-01,5.000014191292297960e-01,5.000212920470844535e-01
